_rank,value_rating,model,price,signature,comments,tone_grade,technical_grade,driver_type,status,ranksort,tonesort,techsort,pricesort
D+,,Ocharaku Co-Donguri Shizuku S2,50,V-shaped,"Not an improvement over the original, that's for sure.",D+,C-,DD,Third party unit,290,157,133,50
D+,,TRN TA2,50,V-shaped,,D+,C-,2BA 1DD,Available for demo at The Hangout,290,157,133,50
D+,,Tipsy TTROMSO,90,V-shaped,,D+,C-,DD,Available for demo at The Hangout,290,157,133,90
D+,,Shure SE215,100,V-shaped,Sounds like a typical dynamic IEM. Slightly bloated bass and narrow staging.,C-,D+,DD,Jaben Melbourne demo unit,290,133,157,100
D+,,1More Triple Driver,100,V-shaped,"Subpar tuning with unfortunately thin midrange. Flat bass, not in a good way.",C-,D+,2BA 1DD,Stereo SG demo unit,290,133,157,100
D+,,Symphonium Audio Mirage,150,Dark,Typical single-BA sound that doesn't offer anything special.,C-,D+,BA,Music Sanctuary demo unit,290,133,157,150
D+,,Master & Dynamic MW07 Go,200,V-shaped,Not much different from the MW07.,D+,C-,DD,ConnectIT demo unit,290,157,133,200
D+,,Advanced GT3 Superbass,200,"""Balanced""",Acceptable resolution though the tone is off in many ways. Filters don't seem to address that issue.,C-,D+,DD,Personal unit,290,133,157,200
D+,,Advanced GT3,200,V-shaped,"Sharp, shrill and overall unpleasant.",C-,D+,DD,Zeppelin & Co demo unit,290,133,157,200
D+,,Kennerton Jimo,300,Bassy,"Cloying, overpowering bass response. Truly a muddy IEM.",D+,C-,2DD,Zeppelin & Co demo unit,290,157,133,300
D+,,Master & Dynamic MW07 Plus,300,V-shaped,Not much different from the MW07.,D+,C-,DD,ConnectIT demo unit,290,157,133,300
D+,,Master & Dynamic MW07,300,V-shaped,"Tonally imbalanced, with too much of the mids being pushed back into the mix.",D+,C-,DD,ConnectIT demo unit,290,157,133,300
D+,,Sennheiser IE80S,350,V-shaped,"Warm, bassy, congested and lacking in dynamics. Oddly sharp yet lacking in sparkle",C-,D+,DD,Zeppelin & Co demo unit,290,133,157,350
D+,,Clear Tune Monitors CT-300 Pro,600,Warm,Overly-bloated and warm with virtually zero definition.,D+,C-,3BA,Jaben SG demo unit,290,157,133,600
D+,,IMR Semper,1300,Variable,An incoherent mess with bloated bass and piercing-sharp treble.,D+,C-,2EST Piezo Planar DD,Third party unit,290,157,133,1300
D+,,MUNITIO Bullet In-Ear,Discont.,V-shaped,Deep V signature with bloated bass and piercing highs.,C-,D+,DD,E1 demo unit,290,133,157,99999
D+,,Westone 4R,Discont.,Dark,"Low resolution, extremely blunted and narrow imaging.",D+,C-,4BA,Third party unit,290,157,133,99999
D+,,Venture Electronics Duke,Discont.,Warm,"Oddly tuned dynamic, but at least it's not the Monk IEs.",D+,C-,DD,Third party custom,290,157,133,99999
D+,,Nothing Ear (1),150,V-shaped,,D,C,DD,Available for demo at The Hangout,294,183,111,150
D+,,LZ A4 Pro,250,Variable,,D,C,3BA 1DD,Available for demo at The Hangout,294,183,111,250
D+,,Westone W40,500,Warm V-shape,"Overbearing lower mids, weird treble, odd tonality overall. Definitely a Westone.",D,C,4BA,Treoo demo unit,294,183,111,500
D+,,Audio Technica ATH-CK2000Ti,750,Bright V-shape,,D,C,2DD,e-Earphone demo unit,294,183,111,750
D+,,Campfire Dorado,1000,Warm,Extremely coherent albeit slightly congested. Great for intimacy lovers.,D,C,2BA 1DD,Zeppelin & Co demo unit,294,183,111,1000
D+,,Earsonics EM32,1100,U-shaped,"Lots of bass, recessed lower mids, strange upper mids, just an oddball all round.",D,C,3BA,Zeppelin & Co demo unit,294,183,111,1100
D+,,Earsonics S-EM9,1500,"""Balanced""","Honky, no upper mids, not a great experience. ",D,C,9BA,Zeppelin & Co demo unit,294,183,111,1500
D+,,FiR Xenon 6,3900,Bassy,,D,C,1EST 4BA 1DD,e-Earphone demo unit,294,183,111,3900
D+,,NXEars Opera,800,Warm,One word: bloat.,D-,C+,8BA,Zeppelin & Co demo unit,302,211,91,800
D+,,1More Single Driver,40,Bright V-shape,Shouty with bass bleed sprinkled in.,D+,D+,DD,AV One demo unit,314,157,157,40
D+,,Kinera SEED,50,"""Balanced""",Lacking in bass extension and tonally skewed too much to the higher frequencies.,D+,D+,1BA 1DD,Third party unit,314,157,157,50
D+,,Massdrop x MEE Planamic,150,V-shaped,Severely lacks resolution and in dire need of tonal refinements.,D+,D+,Planar,Available for demo at The Hangout,314,157,157,150
D+,,HiFi Boy OS V3,150,Warm neutral,"Bloated, lacks definition and treble extension too.",D+,D+,2BA 1DD,E1 demo unit,314,157,157,150
D+,,Jaybirds Vista,180,V-shaped,Extremely scooped out midrange with piercing treble.,D+,D+,DD,ConnectIT demo unit,314,157,157,180
D+,,AAW ACH/Kingfisher,190,Warm,Persasive warmth just puts a blanket on all the transients. Lacks definition.,D+,D+,1Piezo 1BA 1DD,Zeppelin & Co demo unit,314,157,157,190
D+,,Unknown Custom UCD-3,270,Warm,"Mushy, blunted transients with a warm yet strangely sibilant tuning.",D+,D+,3BA,E1 demo unit,314,157,157,270
D+,,Fearless S5T,330,Warm,Tonally off and lacking details. Not enough bite or energy either.,D+,D+,5BA,Music Sanctuary demo unit,314,157,157,330
D+,,B&O Beoplay E8,350,"""Balanced""",An extremely odd take on a neutral sound signature that simply doesn't work.,D+,D+,DD,Zeppelin & Co demo unit,314,157,157,350
D+,,Unknown Custom Quad 2.0,390,V-shaped,"Low-resolution, low-detail, passable tonality.",D+,D+,4BA,E1 demo unit,314,157,157,390
D+,,Cozoy Trio,450,Unique,"Odd tuning, doesn't sound too bad but it's overall not very impressive at all.",D+,D+,3BA,E1 demo unit,314,157,157,450
D+,,Unknown Custom Juno,640,Variable,Something odd going on in the midrange. Same issues in resolution.,D+,D+,6BA,E1 demo unit,314,157,157,640
D+,,Westone W60,1000,Warm,"A little better tuned than your average Westone, but suffers from the usual lack of definition.",D+,D+,6BA,Treoo demo unit,314,157,157,1000
D+,,Ambient Acoustics AM7,1750,Variable,"Unreliable switches, mediocre technical ability and the tone is slightly off.",D+,D+,7BA,Zeppelin & Co demo unit,314,157,157,1750
D+,,Advanced Model X,Discont.,V-shaped,Extreme treble and bass response to a fault. ,D+,D+,DD,Zeppelin & Co demo unit,314,157,157,99999
D,,1More Piston,15,V-shaped,"Tonally alright, technically distrastrous.",C-,D,DD,AV One demo unit,316,133,183,15
D,,Advanced Sleeper,20,Bassy,"Too much bass, not enough clarity, and definitely not enough resolution.",C-,D,DD,Zeppelin & Co demo unit,316,133,183,20
D,,LH Verb,40,V-shaped,"Midrange is pushed all the way back and if that doesn't push you away, the treble will.",D,C-,DD,Third party unit,316,183,133,40
D,,TFZ 3S,65,V-shaped,"It's okay. It's a Chinese dynamic IEM, nothing special.",D,C-,DD,LMUE demo unit,316,183,133,65
D,,LZ A2 Pro,140,V-shaped,,D,C-,2BA 1DD,Available for demo at The Hangout,316,183,133,140
D,,Sennheiser IE500 Pro,600,Dark,"Heavy, undefined sound with bloated bass and little energy.",D,C-,DD,ConnectIT demo unit,316,183,133,600
D,,Earsonics Blade,610,Warm,"Typical Earsonics house sound of ""screwed up midrange"", now with DD bass.",D,C-,2BA 1DD,Zeppelin & Co demo unit,316,183,133,610
D,,RHA CL2,900,V-shaped,"Some of the weirdest mids around, oddly shouty with no cohesiveness in its tonality.",D,C-,Planar,AV One demo unit,316,183,133,900
D,,Kojo KJB-01 “Keyagu”,910,V-shaped,,D,C-,DD,e-Earphone demo unit,316,183,133,910
D,,Earsonics Stark,1540,Warm,"Typical Earsonics house sound of ""screwed up midrange"", now with DD bass.",D,C-,4BA 1DD,Zeppelin & Co demo unit,316,183,133,1540
D,,Spiral Ears SE5U,2000,Dark,"Weird phasing, horrible tonal balance with near zero regard for treble.",D,C-,5BA,Third party custom,316,183,133,2000
D,,MUNITIO Billets,Discont.,Bassy,"Extremely, extremely bloated. Absolutely zero sense of anything ""balance"".",D,C-,DD,E1 demo unit,316,183,133,99999
D,,Shozy x AAW Hibiki SE,Discont.,V-shaped,All around wonky with the weirdest timbre I've heard in a dynamic driver.,D,C-,DD,Zeppelin & Co demo unit,316,183,133,99999
D,,Aroma Shock,Discont.,V-shaped,At least its technicalities aren't as bad as its tonality.,D,C-,2EST 2BA,AV One demo unit,316,183,133,99999
D,,Astrotec Delphinus 5,500,"""Balanced""",Sounds plain wrong. Instruments are nowhere close to how they should on proper gear.,D-,C,5BA,Zeppelin & Co demo unit,322,211,111,500
D,,Fender FXA9,1300,Dark,"Pretty severe downsloping response, also results in low clarity and resolution.",D-,C,6BA,E1 demo unit,322,211,111,1300
D,,FAAEAL Hibiscus,40,"""Balanced""",,D,D+,DD,Third party unit,340,183,157,40
D,,BGVP DN3,75,V-shaped,,D+,D,1BA 1DD,Available for demo at The Hangout,340,157,183,75
D,,BGVP Zero,80,Warm,I have no idea what this is trying to accomplish.,D,D+,DD,Oardio demo unit,340,183,157,80
D,,Fidue A71,80,Bassy,Boomy and bleeds into the mids. Not a lot of definition.,D+,D,2DD,E1 demo unit,340,157,183,80
D,,Audio Technica ATH-CK3TW,100,V-shaped,Loose and uncontrolled bass in combination with a sharp and piercing treble.,D,D+,DD,Zeppelin & Co demo unit,340,183,157,100
D,,1More Stylish,100,Bassy,"Pretty standard ""consumer signature"" that panders to those who want bass and nothing else.",D+,D,2DD,E1 demo unit,340,157,183,100
D,,Fearless Crystal Ball,200,Warm V-shape,"Definitely evokes real ""Westone"" vibes here.",D,D+,2BA,Music Sanctuary demo unit,340,183,157,200
D,,Radius HP-TWF41,330,Warm,,D+,D,1Piezo 1DD,e-Earphone demo unit,340,157,183,330
D,,Jomo Haka,365,Dark,"Mushy, blobby and low resolution.",D+,D,BA,Euphoria Audio demo unit,340,157,183,365
D,,Audiofly AF160,430,Dark,Not just dead but almost completely devoid of treble. Double whammy.,D,D+,3BA,Jaben Melbourne demo unit,340,183,157,430
D,,NXEars Basso,500,Warm V-shape,"Definitely evokes real ""Westone"" vibes here. At least it has treble.",D,D+,4BA,Zeppelin & Co demo unit,340,183,157,500
D,,NuForce Primo 8,500,Dark,"Tone is off, detailing is low, things sound wrong. Lies on a spectrum of ""average"" to ""no"".",D+,D,4BA,E1 demo unit,340,157,183,500
D,,Jomo PLB,510,Dark,"Bloated, congested and oh-so-slow.",D+,D,3BA,Music Sanctuary demo unit,340,157,183,510
D,,Westone W50,800,Warm,Per usual: Westone's stubborn downsloping tuning with abysmal technical performance.,D,D+,5BA,Treoo demo unit,340,183,157,800
D,,Effect Audio Symphony,890,Warm,"A muddy, overly warm sound with that struggles with surface-level detailing.",D,D+,3BA,Third party unit,340,183,157,890
D,,Origami Audio Silver,900,Warm,"A slow, plodding mess without the courtesy of having a decent tuning.",D+,D,DD,E1 demo unit,340,157,183,900
D,,Campfire Dorado (2020),1100,V-shaped,Bloated bass just barely saved by a midtreble peak. Most of its resolution seem to come from its BA driver.,D,D+,1BA 1DD,Third party unit,340,183,157,1100
D,,Campfire Equinox,1500,Bassy,Extremely different from the Atlas. It's a lot worse.,D,D+,DD,ConnectIT demo unit,340,183,157,1500
D,,Madoo Type 711,1600,V-shaped,,D+,D,3Planar 2BA,e-Earphone demo unit,340,157,183,1600
D,,Rhapsodio Zombie,1800,Bassy,Not the cleanest bass and with coherency issues that shouldn't exist for an IEM of its asking price.,D,D+,8BA 1DD,Available for demo at The Hangout,340,183,157,1800
D,,Sound Linear Fitz 10 Flat,2200,"""Balanced""",It sounds dead and boring. Nothing about it stands out at all.,D,D+,10BA,E1 demo unit,340,183,157,2200
D,,Ultimate Ears Super.Fi 5 Extra Bass (SF5EB),Discont.,Bassy,"The world's first hybrid IEM. Very dated sound, with far too much bass and not enough resolution.",D,D+,1BA 1DD,Personal unit,340,183,157,99999
D,,Sound Linear Fitz 3X,Discont.,"""Balanced""","An attempt at neutrality, but looks like someone forgot that upper-mids exist.",D,D+,3BA,E1 demo unit,340,183,157,99999
D,,Ambient Acoustics AM24,Discont.,"""Balanced""",See AM16. Perhaps even slightly worse.,D,D+,24BA,Zeppelin & Co demo unit,340,183,157,99999
D,,AAW A2H-Pro V2,220,Dark,Good coherency but sub-par tuning and sluggishy slow.,C-,D-,1BA 1DD,Jaben SG demo unit,344,133,211,220
D,,oBravo Cupid,270,V-shaped,"Incoherent, broken imaging, overly-shouty, sharp treble, just a cacophony. ",D-,C-,Planar DD,Available for demo at The Hangout,344,211,133,270
D,,Dethonray Tender I,640,"""Balanced""",,D-,C-,Planar,Available for demo at The Hangout,344,211,133,640
D,,Kinera BD005,30,Bassy,Bass is begging to be reined in on this one.,D,D,1BA 1DD,E1 demo unit,366,183,183,30
D,,Future Sonics G10,220,V-shaped,"Shouty, bassy, yet oddly dull.",D,D,DD,Third party unit,366,183,183,220
D,,Westone Pro X50,650,Dark,,D,D,5BA,e-Earphone demo unit,366,183,183,650
D,,Sennheiser IE80,Discont.,V-shaped,"An oddly-tuned, technically-underwhelming set that has not aged well.",D,D,DD,Third party unit,366,183,183,99999
D-,,Shozy x AAW Hibiki,60,Bright,"Sharp, shrill tonality. Average everything else.",D+,D-,DD,Personal unit,368,157,211,60
D-,,Raycon E25,80,V-shaped,"It's a lot of bass. A ridiculous amount of bass. Bloated, muddy and piercing all at the same time.",D-,D+,DD,Personal unit,368,211,157,80
D-,,RHA CL750,100,Bright,Ear-piercing treble makes it hard to listen to.,D-,D+,DD,AV One demo unit,368,211,157,100
D-,,Sony WF-SP800N,220,Bassy,It's all bass.,D-,D+,DD,ConnectIT demo unit,368,211,157,220
D-,,ddHiFi Janus,250,Mid-centric,Someone forgot to tune bass into this... thing.,D-,D+,DD,AV One demo unit,368,211,157,250
D-,,Nuforce HEM4,330,Warm,Dead as a doornail. Missing bits and pieces in its tuning.,D+,D-,2BA,Jaben SG demo unit,368,157,211,330
D-,,Nuforce HEM6,450,Warm,Refer to the above.,D+,D-,3BA,Jaben SG demo unit,368,157,211,450
D-,,Earsonics SM64v2,500,Warm,"Weirdly incoherent and disjointed. Good warmth, though.",D-,D+,3BA,AV One demo unit,368,211,157,500
D-,,Westone UM Pro 50,750,Dark,"In true Westone fashion: the ""downslope"" signature at its worst.",D-,D+,5BA,Treoo demo unit,368,211,157,750
D-,,Campfire Vega (2020),900,Bassy,"Uncontrolled bass, lacks definition and with barely any resolution.",D+,D-,DD,Third party unit,368,157,211,900
D-,,oBravo Ra 21 C,7000,Unique,"Noted tuning improvements over its predecessor, but still a fundamentally flawed IEM design.",D-,D+,1AMT 1DD,E1 demo unit,368,211,157,7000
D-,,Ambient Acoustics AM16,Discont.,"""Balanced""",Sounds weird and is completely average in pure technicalities. Disappointing.,D-,D+,16BA,Zeppelin & Co demo unit,368,211,157,99999
D-,,Rhapsodio Clipper,55,Bassy,Lots and lots of bass. Slams you in the face with bass.,D,D-,,Zeppelin & Co demo unit,394,183,211,55
D-,,Audio Technica ATH-LS50,60,Bassy,Really weird and wonky tonality. Really struggles to resolve... things.,D-,D,2DD,Stereo SG demo unit,394,211,183,60
D-,,Campfire Honeydew,250,Bassy,"Bloated bass, recessed upper-mids, generally off-tone, and simply lacking surface-level detailing.",D-,D,DD,ConnectIT demo unit,394,211,183,250
D-,,Westone UM Pro 20,300,Warm V-shape,"In true Westone fashion: the ""downslope"" signature at its worst, with a random treble spike to boot.",D-,D,2BA,Treoo demo unit,394,211,183,300
D-,,Westone UM Pro 30,500,Warm V-shape,"In true Westone fashion: the ""downslope"" signature at its worst, with a random treble spike to boot.",D-,D,3BA,Treoo demo unit,394,211,183,500
D-,,Ocharaku Flat-4 Kaede Type 2,750,Bright,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit,394,211,183,750
D-,,Shozy Elsa,750,Warm,,D-,D,5BA,Zeppelin & Co demo unit,394,211,183,750
D-,,Unique Melody ME1,760,Warm,"Soft transients, low definition and odd timbre makes this the worst planar I've listened to.",D-,D,Planar,Stereo SG demo unit,394,211,183,760
D-,,Ocharaku Flat-4 Akakeyaki,800,Bright,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit,394,211,183,800
D-,,Ocharaku Flat-4 Akazakura,800,Bright V-shape,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit,394,211,183,800
D-,,Ocharaku Flat-4 Ti Plus,1000,Bright V-shape,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit,394,211,183,1000
D-,,Fearless ACME8,1100,Bassy,Weird and bloaty bass in conjunction with tonally weird midrange.,D-,D,8BA,Music Sanctuary demo unit,394,211,183,1100
D-,,Ocharaku Flat-4 Kaede Type 1,Discont.,Bright V-shape,"As with the other Flat-4s, rather weird and imaging with an intensely shouty and uneven midrange.",D-,D,2DD,Third party unit,394,211,183,99999
D-,,Seahf AWK-009,15,Bright,"Phasing issues, weirdly incoherent and yet a strangely compelling listen.",D-,D-,DD,Third party unit,422,211,211,15
D-,,TFZ 1S,40,V-shaped,A little bloated at times and definitely congested.,D-,D-,DD,LMUE demo unit,422,211,211,40
D-,,Kinera YH263,70,Bassy,Almost nothing but bass. Zero semblance of any sort of balance.,D-,D-,DD,Available for demo at The Hangout,422,211,211,70
D-,,Westone UM Pro 10,150,Dark,Attempted neutrality but someone forgot the treble.,D-,D-,BA,Treoo demo unit,422,211,211,150
D-,,Audio Technica ATH-CKS5TW,150,Dark,Muddy bass with virtually nonexistent treble.,D-,D-,DD,Zeppelin & Co demo unit,422,211,211,150
D-,,Audio Technica ATH-CKR7TW,250,Bright,"Shrill, sharp and screams in your face.",D-,D-,DD,ConnectIT demo unit,422,211,211,250
D-,,Westone W10,250,Dark,Attempted neutrality but someone forgot the treble.,D-,D-,BA,Treoo demo unit,422,211,211,250
D-,,Effect Audio King Arthur,7000,Dark,"A joke, both in price and sound. Nobody's laughing.",D-,D-,16BA,Third party unit,422,211,211,7000
E,,RHA CL1,280,Bright,So much treble to the point where nothing sounds correct. Like raining metal balls on a tin roof.,E,B,DD,AV One demo unit,479,422,57,280
E,,Hifiman RE800,700,Bright,"No bass extension, piercing highs, all round simply just... unpleasant.",E,B,DD,AV One demo unit,479,422,57,700
E,,Empire Ears EVR Mk2,950,Neutral,Not even the vocals; just terribly unnatural everything.,E,B-,2EST 3BA,Zeppelin & Co demo unit,495,422,73,950
E,,Unique Melody 3DD-Ti,700,Bright,"It's not the quantity of the treble, but the quality. Reserved only for the most esoteric of tastes.",E,C+,3DD,Stereo SG demo unit,513,422,91,700
E,,Final Audio LAB 2,7400,Unique,Fancy artisanal garbage that fails at the very thing it's supposed to be: an IEM.,E,C,DD,Third party unit,533,422,111,7400
E,,Kinera H3,100,V-shaped,"Completely off timbre, extremely recessed midrange and sharp, painful treble.",E,C-,2BA 1DD,Personal unit,555,422,133,100
E,,Hifiman TWS600,200,Mid-centric,Telephonic mess. The worst TWS IEM I have ever heard.,E,C-,DD,ConnectIT demo unit,555,422,133,200
E,,Campfire IO,300,"""Balanced""",Tonality and timbre is all sorts of wrong. Lacks the technicalities to redeem it.,E,C-,2BA,Third party unit,555,422,133,300
E,,Final Audio Adagio 3,60,V-shaped,A case study on how NOT to do a V-shape.,E,D,DD,Jaben SG demo unit,605,422,183,60
E,,Shozy Ceres,180,Warm,,E,D,1BA 1DD,Available for demo at The Hangout,605,422,183,180
E,,Astrotec Volans,330,Warm,"Mediocre tuning, virtually zero technicalities, no redeeming qualities.",D,E,DD,Review loaner,605,183,422,330
E,,JH Audio Diana,700,Dark,Mushy transients and the detailing capability of free phone earbuds.,E,D,3BA,ConnectIT demo unit,605,422,183,700
E,,Sensaphonics 2X-S,750,Bright neutral,Sharp and shrill yet surprisingly dead. Like shoving blunted icepicks into your ears.,E,D,2BA,Jaben Melbourne demo unit,605,422,183,750
E,,Sensaphonics 2MAX,850,Bright neutral,Odd timbre. Technical ability isn't even that great.,E,D,2BA,Jaben Melbourne demo unit,605,422,183,850
E,,Sensaphonics 3MAX,1050,Warm,It's a slight improvement over the 2MAX but not by much.,E,D,3BA,Jaben Melbourne demo unit,605,422,183,1050
E,,Fender Thirteen 6,1800,Dark,Instruments sound wrong. Everything is underwater. Help.,E,D,6BA 1DD,E1 demo unit,605,422,183,1800
E,,oBravo Ra C-Cu,10000,Unique,An indescribable affront to God and humanity both in sound and pricing.,E,D,1AMT 1DD,Third party unit,605,422,183,10000
E,,AAW A2H Pro V1,Discont.,Dark,"Dead, bloated, congested. Feels like I have to strain to hear even surface-level detailing.",D,E,1BA 1DD,Jaben SG demo unit,605,183,422,99999
E,,Geek Wold GK3,20,Dark,"Incoherent, imaging is all over the place and sounds like a mess.",E,D-,3DD,Third party unit,633,422,211,20
E,,Shozy x AAW Pola,800,Dark,"Dark, muffled, veiled, muddy, congested etc. etc. basically every permutation of similar descriptors.",E,D-,2EST 1DD,Zeppelin & Co demo unit,633,422,211,800
E,,Fischer Omega Spark,60,Bright,Someone should harvest their drivers for tweeters since I hear nothing below the upper mids.,E,E,DD,E1 demo unit,844,422,422,60
E,,Sendiy M1221,200,V-shaped,It literally sounds out of phase. It's an accomplishment in itself.,E,E,1BA 1DD,E1 demo unit,844,422,422,200
E,,LEAR NatroSound NS-U1,250,Variable,"An IEM that supposedly sacrifices tuning for staging, ends up killing both.",E,E,2DD,Treoo demo unit,844,422,422,250
E,,VE Monk IE Smalls,Discont.,Dark,Sounds exactly like what would happen if you shoved an earbud driver into an IEM housing.,E,E,DD,Third party unit,844,422,422,99999
F,,VE Monk IE Biggie,Discont.,Dark,Absolute mud and congestion. Could work as a subwoofer since it barely plays anything above 500Hz anyways.,F,E,DD,Third party unit,1266,844,422,99999
F,,Oppo MH130,14,Complete failure,The horribleness of this can only be experienced in real life.,F,F,DD,Third party unit,1688,844,844,14
F,,Delta Air complimentary earphones,0,Complete failure,It's a telephone in IEM form. It is physically unable to play bass or treble.,F,F,DD,Third party unit,1688,844,844,0
F,,SIA complimentary earphones,0,Dark,Its full potential can only be unleashed by an Airbus A380.,F,F,DD,Personal unit,1688,844,844,0
DQ,,"KZ, CCA, & Joyodio IEMs",N/A,N/A,Complete boycott due to ethical issues and ongoing conflict with associated brands. (Context)(Model keywords: AS10 AS12 AS16 Pro AS24 ASF AST ASX Castor CRN D-Fi DQ6S DQS E10 ED EDA ED4 ED9 EDCX EDS EDXS EDX Pro EDX Ultra ESX PR1 Pro PR2 Krila Ling Long Pianist S1D S2 SA08 Pro SK10 Pro SKS T10 VX10 VXS Z1 Pro Z3 ZAR ZAS ZAX ZES ZEX Pro ZNA ZS10 Pro X ZS3E ZS4 ZSN Pro X ZST X ZSX ZVX A10 C04 C10 Pro C12 C16 CA10 CA16 Pro CA2 CA24 CC1 CC4CKX CRA+ CS16 CSN CST CX10 CX4 CXS Duo FLA HM20 Lyra NRA PLA13 VZ10),N/A,N/A,N/A,N/A,1690,845,845,99999
